板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,002227,奥 特 迅,2008-05-06,"247,806,170","245,936,766",C 制造业
主板,002228,合兴包装,2008-05-08,"1,195,540,803","1,191,476,883",C 制造业
主板,002229,鸿博股份,2008-05-08,"496,191,488","493,164,301",C 制造业
主板,002230,科大讯飞,2008-05-12,"2,311,692,581","2,189,095,501",I 信息技术
主板,002231,*ST奥维,2008-05-12,"346,850,017","307,825,717",C 制造业
主板,002232,启明信息,2008-05-09,"408,548,455","408,535,236",I 信息技术
主板,002233,塔牌集团,2008-05-16,"1,192,275,016","1,191,484,966",C 制造业
主板,002234,民和股份,2008-05-16,"348,960,212","301,408,639",A 农林牧渔
主板,002235,安妮股份,2008-05-16,"579,572,284","553,578,302",C 制造业
主板,002236,大华股份,2008-05-20,"3,300,624,888","2,109,197,994",C 制造业
主板,002237,恒邦股份,2008-05-20,"1,148,073,454","910,459,054",C 制造业
主板,002238,天威视讯,2008-05-26,"802,559,160","802,559,160",I 信息技术
主板,002239,奥特佳,2008-05-22,"3,309,623,844","3,243,148,894",C 制造业
主板,002240,盛新锂能,2008-05-23,"915,293,872","866,277,805",C 制造业
主板,002241,歌尔股份,2008-05-22,"3,491,495,775","3,084,317,923",C 制造业
主板,002242,九阳股份,2008-05-28,"767,017,000","765,705,700",C 制造业
主板,002243,力合科创,2008-05-28,"1,210,604,219","1,204,142,290",C 制造业
主板,002244,滨江集团,2008-05-29,"3,111,443,890","2,685,899,365",K 房地产
主板,002245,蔚蓝锂芯,2008-06-05,"1,152,046,537","1,083,430,982",C 制造业
主板,002246,北化股份,2008-06-05,"549,034,794","549,034,794",C 制造业
主板,002247,聚力文化,2008-06-12,"850,870,049","643,540,672",C 制造业
主板,002248,华东数控,2008-06-12,"307,495,600","307,493,050",C 制造业
主板,002249,大洋电机,2008-06-19,"2,440,614,328","1,828,323,350",C 制造业
主板,002250,联化科技,2008-06-19,"911,333,117","906,534,156",C 制造业
主板,002251,步步高,2008-06-19,"2,688,699,689","1,513,380,881",F 批发零售
主板,002252,上海莱士,2008-06-23,"6,637,984,837","6,634,489,612",C 制造业
主板,002253,*ST智胜,2008-06-23,"225,626,095","208,304,690",I 信息技术
主板,002254,泰和新材,2008-06-25,"862,945,783","818,440,720",C 制造业
主板,002255,海陆重工,2008-06-25,"830,881,055","637,972,243",C 制造业
主板,002256,兆新股份,2008-06-25,"1,986,125,387","1,435,729,547",D 水电煤气
主板,002258,利尔化学,2008-07-08,"800,437,228","799,150,345",C 制造业
主板,002259,升达林业,2008-07-16,"752,328,267","752,328,267",D 水电煤气
主板,002261,拓维信息,2008-07-23,"1,256,120,174","1,140,092,792",I 信息技术
主板,002262,恩华药业,2008-07-23,"1,016,176,792","881,822,450",C 制造业
主板,002263,大东南,2008-07-28,"1,878,360,100","1,878,345,100",C 制造业
主板,002264,新 华 都,2008-07-31,"719,859,762","654,782,810",I 信息技术
主板,002265,建设工业,2008-08-06,"1,033,040,407","403,097,025",C 制造业
主板,002266,浙富控股,2008-08-06,"5,219,271,402","4,896,801,048",N 公共环保
主板,002267,陕天然气,2008-08-13,"1,112,075,445","1,112,075,445",D 水电煤气
主板,002268,电科网安,2008-08-11,"845,677,003","845,297,908",I 信息技术
主板,002269,美邦服饰,2008-08-28,"2,512,500,000","2,343,729,075",C 制造业
主板,002270,华明装备,2008-09-05,"896,225,431","896,206,281",C 制造业
主板,002271,东方雨虹,2008-09-10,"2,388,699,866","1,914,729,882",C 制造业
主板,002272,川润股份,2008-09-19,"484,877,300","386,492,848",C 制造业
主板,002273,水晶光电,2008-09-19,"1,390,632,221","1,358,744,934",C 制造业
主板,002274,华昌化工,2008-09-25,"952,364,646","937,849,130",C 制造业
主板,002275,桂林三金,2009-07-10,"587,568,600","559,041,316",C 制造业
主板,002276,万马股份,2009-07-10,"1,014,289,836","1,005,083,411",C 制造业
主板,002277,友阿股份,2009-07-17,"1,394,172,800","1,394,172,800",F 批发零售
主板,002278,神开股份,2009-08-11,"363,909,648","334,172,846",C 制造业
主板,002279,久其软件,2009-08-11,"864,647,201","789,727,349",I 信息技术
主板,002281,光迅科技,2009-08-21,"793,592,652","773,185,034",C 制造业
主板,002282,博深股份,2009-08-21,"526,838,348","505,007,638",C 制造业
主板,002283,天润工业,2009-08-21,"1,139,457,178","1,003,526,429",C 制造业
主板,002284,亚太股份,2009-08-28,"739,100,348","731,214,173",C 制造业
主板,002285,世联行,2009-08-28,"1,992,829,038","1,975,776,226",K 房地产
主板,002286,保龄宝,2009-08-28,"369,767,380","369,552,130",C 制造业
主板,002287,奇正藏药,2009-08-28,"531,237,296","530,108,888",C 制造业
主板,002289,*ST宇顺,2009-09-03,"280,253,733","279,953,733",C 制造业
主板,002290,禾盛新材,2009-09-03,"248,112,330","247,390,455",C 制造业
主板,002291,遥望科技,2009-09-03,"944,112,844","877,669,001",I 信息技术
主板,002292,奥飞娱乐,2009-09-10,"1,478,699,697","1,017,868,772",C 制造业
主板,002293,罗莱生活,2009-09-10,"834,092,481","826,608,069",C 制造业
主板,002294,信立泰,2009-09-10,"1,114,816,535","1,114,654,011",C 制造业
主板,002295,精艺股份,2009-09-29,"250,616,000","250,303,250",C 制造业
主板,002296,辉煌科技,2009-09-29,"389,580,420","347,415,444",C 制造业
主板,002297,博云新材,2009-09-29,"573,104,819","573,104,819",C 制造业
主板,002298,中电鑫龙,2009-09-29,"740,110,901","660,653,512",C 制造业
主板,002299,圣农发展,2009-10-21,"1,243,400,295","1,226,052,150",C 制造业
主板,002300,太阳电缆,2009-10-21,"722,333,700","722,275,809",C 制造业
主板,002301,齐心集团,2009-10-21,"721,307,933","717,990,223",C 制造业
主板,002302,西部建设,2009-11-03,"1,262,354,304","1,262,352,279",C 制造业
主板,002303,美盈森,2009-11-03,"1,531,323,685","966,937,007",C 制造业
主板,002304,洋河股份,2009-11-06,"1,506,445,074","1,506,409,524",C 制造业
主板,002305,*ST南置,2009-11-06,"1,734,215,770","1,734,103,276",K 房地产
主板,002306,*ST云网,2009-11-11,"869,762,500","813,960,387",H 住宿餐饮
主板,002307,北新路桥,2009-11-11,"1,268,291,582","1,091,030,717",E 建筑业
主板,002309,*ST中利,2009-11-27,"3,007,665,385","1,214,278,621",C 制造业
主板,002310,*ST东园,2009-11-27,"5,999,322,117","4,199,049,717",N 公共环保
主板,002311,海大集团,2009-11-27,"1,663,749,970","1,662,521,303",C 制造业
主板,002312,川发龙蟒,2009-12-03,"1,889,338,619","1,759,210,346",C 制造业
主板,002313,日海智能,2009-12-03,"374,400,000","374,373,675",C 制造业
主板,002314,南山控股,2009-12-03,"2,707,782,513","1,338,297,264",K 房地产
主板,002315,焦点科技,2009-12-09,"317,235,869","202,315,261",I 信息技术
主板,002316,ST亚联,2009-12-09,"393,120,000","340,747,500",I 信息技术
主板,002317,众生药业,2009-12-11,"851,556,477","761,617,406",C 制造业
主板,002318,久立特材,2009-12-11,"977,170,720","954,957,728",C 制造业
主板,002319,乐通股份,2009-12-11,"209,472,510","200,000,000",C 制造业
主板,002320,海峡股份,2009-12-16,"2,228,933,187","2,228,933,187",G 运输仓储
主板,002321,华英农业,2009-12-16,"2,132,890,071","2,124,212,084",A 农林牧渔
主板,002322,理工能科,2009-12-18,"379,147,970","365,019,679",I 信息技术
主板,002323,雅博股份,2009-12-18,"2,120,855,142","2,120,406,882",E 建筑业
主板,002324,普利特,2009-12-18,"1,113,548,288","776,275,962",C 制造业
主板,002326,永太科技,2009-12-22,"925,400,795","804,105,435",C 制造业
主板,002327,富安娜,2009-12-30,"838,747,539","487,745,772",C 制造业
主板,002328,新朋股份,2009-12-30,"771,770,000","570,791,896",C 制造业
主板,002329,皇氏集团,2010-01-06,"832,403,985","650,388,924",C 制造业
主板,002330,得利斯,2010-01-06,"635,315,290","635,178,715",C 制造业
主板,002331,皖通科技,2010-01-06,"425,431,749","395,845,295",I 信息技术
主板,002332,仙琚制药,2010-01-12,"989,204,866","984,573,711",C 制造业
主板,002333,罗普斯金,2010-01-12,"674,924,800","652,563,100",C 制造业
主板,002334,英威腾,2010-01-13,"813,162,820","734,121,564",C 制造业
主板,002335,科华数据,2010-01-13,"515,414,041","454,672,644",C 制造业
主板,002336,*ST人乐,2010-01-13,"440,000,000","440,000,000",F 批发零售
主板,002337,赛象科技,2010-01-15,"588,615,750","587,996,532",C 制造业
主板,002338,奥普光电,2010-01-15,"240,000,000","240,000,000",C 制造业
主板,002339,积成电子,2010-01-22,"504,092,274","478,793,604",C 制造业
主板,002340,格林美,2010-01-22,"5,126,291,557","5,084,385,687",C 制造业
主板,002342,巨力索具,2010-01-26,"960,000,000","954,690,000",C 制造业
主板,002343,慈文传媒,2010-01-26,"474,949,686","474,949,686",R 文化传播
主板,002344,海宁皮城,2010-01-26,"1,282,616,960","1,281,450,092",L 商务服务
主板,002345,潮宏基,2010-01-28,"888,512,707","867,304,365",C 制造业
主板,002346,柘中股份,2010-01-28,"441,575,416","393,325,028",C 制造业
主板,002347,泰尔股份,2010-01-28,"504,702,276","493,382,901",C 制造业
主板,002348,高乐股份,2010-02-03,"947,200,000","903,532,999",C 制造业
主板,002349,精华制药,2010-02-03,"829,674,908","814,180,908",C 制造业
主板,002350,北京科锐,2010-02-03,"542,331,351","530,551,471",C 制造业
主板,002351,漫步者,2010-02-05,"889,107,000","521,056,775",C 制造业
主板,002352,顺丰控股,2010-02-05,"4,822,246,672","4,794,834,937",G 运输仓储
主板,002353,杰瑞股份,2010-02-05,"1,023,855,833","693,243,890",C 制造业
主板,002354,天娱数科,2010-02-09,"1,654,585,820","1,621,306,746",I 信息技术
主板,002355,兴民智通,2010-02-09,"620,570,400","618,166,650",C 制造业
主板,002356,赫美集团,2010-02-09,"1,311,254,521","1,311,247,021",F 批发零售
主板,002357,富临运业,2010-02-10,"313,489,036","313,477,786",G 运输仓储
主板,002358,森源电气,2010-02-10,"929,756,977","929,755,702",C 制造业
主板,002360,同德化工,2010-03-03,"401,774,248","327,522,230",C 制造业
主板,002361,神剑股份,2010-03-03,"951,034,969","809,122,984",C 制造业
主板,002362,汉王科技,2010-03-03,"244,454,646","207,593,932",C 制造业
主板,002363,隆基机械,2010-03-05,"417,828,301","415,937,935",C 制造业
主板,002364,中恒电气,2010-03-05,"563,564,960","558,103,760",C 制造业
主板,002365,永安药业,2010-03-05,"294,682,500","245,560,101",C 制造业
主板,002366,融发核电,2010-03-12,"2,080,937,640","1,256,464,390",C 制造业
主板,002367,康力电梯,2010-03-12,"798,786,187","795,623,962",C 制造业
主板,002368,太极股份,2010-03-12,"623,231,286","620,429,720",I 信息技术
主板,002369,卓翼科技,2010-03-16,"566,956,280","566,215,407",C 制造业
主板,002370,亚太药业,2010-03-16,"745,667,530","745,667,530",C 制造业
主板,002371,北方华创,2010-03-16,"534,377,687","533,948,537",C 制造业
主板,002372,伟星新材,2010-03-18,"1,592,037,988","1,470,858,109",C 制造业
主板,002373,千方科技,2010-03-18,"1,580,188,215","1,377,594,126",I 信息技术
主板,002374,中锐股份,2010-03-18,"1,085,209,283","1,085,209,283",C 制造业
主板,002375,亚厦股份,2010-03-23,"1,339,996,498","1,326,793,698",E 建筑业
主板,002376,新北洋,2010-03-23,"810,562,541","781,309,703",C 制造业
主板,002377,国创高新,2010-03-23,"916,325,201","872,348,621",C 制造业
主板,002378,章源钨业,2010-03-31,"1,201,417,666","1,195,121,369",C 制造业
主板,002379,宏创控股,2010-03-31,"1,136,373,753","1,136,373,753",C 制造业
主板,002380,科远智慧,2010-03-31,"239,991,649","142,203,990",I 信息技术
主板,002381,双箭股份,2010-04-02,"411,577,356","322,025,936",C 制造业
主板,002382,蓝帆医疗,2010-04-02,"1,007,129,298","999,695,048",C 制造业
主板,002383,合众思壮,2010-04-02,"740,360,305","740,360,305",C 制造业
主板,002384,东山精密,2010-04-09,"1,705,913,710","1,386,321,723",C 制造业
主板,002385,大北农,2010-04-09,"4,300,078,565","3,524,077,887",C 制造业
主板,002386,天原股份,2010-04-09,"1,301,647,073","1,301,404,537",C 制造业
主板,002387,维信诺,2010-04-13,"1,396,678,660","1,394,878,960",C 制造业
主板,002388,ST新亚,2010-04-13,"510,697,600","506,223,495",C 制造业
主板,002389,航天彩虹,2010-04-13,"993,609,682","990,811,227",C 制造业
主板,002390,信邦制药,2010-04-16,"1,943,851,868","1,927,818,234",F 批发零售
主板,002391,长青股份,2010-04-16,"649,592,550","464,120,811",C 制造业
主板,002392,北京利尔,2010-04-23,"1,190,490,839","1,143,881,383",C 制造业
主板,002393,力生制药,2010-04-23,"257,704,999","250,324,607",C 制造业
主板,002394,联发股份,2010-04-23,"323,700,000","323,285,606",C 制造业
主板,002395,双象股份,2010-04-29,"268,209,000","268,187,306",C 制造业
主板,002396,星网锐捷,2010-06-23,"588,609,418","583,280,278",C 制造业
主板,002397,梦洁股份,2010-04-29,"747,781,443","647,862,094",C 制造业
主板,002398,垒知集团,2010-05-06,"698,023,396","579,367,954",C 制造业
主板,002399,海普瑞,2010-05-06,"1,247,201,704","1,247,201,704",C 制造业
主板,002400,省广集团,2010-05-06,"1,743,337,128","1,726,164,618",L 商务服务
主板,002401,中远海科,2010-05-06,"371,668,440","371,363,940",I 信息技术
主板,002402,和而泰,2010-05-11,"925,080,285","806,037,248",C 制造业
主板,002403,爱仕达,2010-05-11,"340,638,579","297,161,454",C 制造业
主板,002404,嘉欣丝绸,2010-05-11,"560,051,541","455,787,096",C 制造业
主板,002405,四维图新,2010-05-18,"2,371,817,314","2,355,851,219",I 信息技术
主板,002406,远东传动,2010-05-18,"730,225,082","602,212,898",C 制造业
主板,002407,多氟多,2010-05-18,"1,190,432,569","1,080,550,826",C 制造业
主板,002408,齐翔腾达,2010-05-18,"2,842,841,778","2,842,713,603",C 制造业
主板,002409,雅克科技,2010-05-25,"475,927,678","318,522,747",C 制造业
主板,002410,广联达,2010-05-25,"1,651,944,342","1,588,081,079",I 信息技术
主板,002412,汉森制药,2010-05-25,"503,200,000","497,845,000",C 制造业
主板,002413,雷科防务,2010-05-28,"1,316,989,628","1,293,079,400",C 制造业
主板,002414,高德红外,2010-07-16,"4,270,736,108","3,398,612,431",C 制造业
主板,002415,海康威视,2010-05-28,"9,233,198,326","9,114,760,378",C 制造业
主板,002416,爱施德,2010-05-28,"1,239,281,806","1,223,776,666",F 批发零售
主板,002418,康盛股份,2010-06-01,"1,136,400,000","1,136,397,338",C 制造业
主板,002419,天虹股份,2010-06-01,"1,168,847,750","1,168,712,413",F 批发零售
主板,002420,毅昌科技,2010-06-01,"411,500,000","399,563,569",C 制造业
主板,002421,达实智能,2010-06-03,"2,120,581,639","2,006,692,505",I 信息技术
主板,002422,科伦药业,2010-06-03,"1,598,053,372","1,305,874,730",C 制造业
主板,002423,中粮资本,2010-06-03,"2,304,105,575","2,304,105,575",J 金融业
主板,002424,ST百灵,2010-06-03,"1,397,598,400","1,213,214,512",C 制造业
主板,002425,ST凯文,2010-06-08,"956,665,066","956,060,898",I 信息技术
主板,002426,胜利精密,2010-06-08,"3,402,625,916","3,402,599,891",C 制造业
主板,002427,尤夫股份,2010-06-08,"985,432,777","984,705,486",C 制造业
主板,002428,云南锗业,2010-06-08,"653,120,000","653,035,625",C 制造业
主板,002429,兆驰股份,2010-06-10,"4,526,940,607","4,524,333,018",C 制造业
主板,002430,杭氧股份,2010-06-10,"983,890,100","977,695,150",C 制造业
主板,002431,棕榈股份,2010-06-10,"1,812,816,265","1,812,816,265",E 建筑业
主板,002432,九安医疗,2010-06-10,"474,155,472","473,618,285",C 制造业
主板,002434,万里扬,2010-06-18,"1,312,600,000","1,311,341,050",C 制造业
主板,002436,兴森科技,2010-06-18,"1,689,600,801","1,500,424,494",C 制造业
主板,002437,誉衡药业,2010-06-23,"2,245,789,726","2,088,399,237",C 制造业
主板,002438,江苏神通,2010-06-23,"507,537,461","468,880,667",C 制造业
主板,002439,启明星辰,2010-06-23,"1,218,369,376","725,342,936",I 信息技术
主板,002440,闰土股份,2010-07-06,"1,123,999,905","946,359,428",C 制造业
主板,002441,众业达,2010-07-06,"544,543,609","399,079,729",F 批发零售
主板,002442,龙星科技,2010-07-06,"503,303,081","488,476,431",C 制造业
主板,002443,金洲管道,2010-07-06,"520,535,520","519,426,572",C 制造业
主板,002444,巨星科技,2010-07-13,"1,194,478,182","1,147,032,778",C 制造业
主板,002445,中南文化,2010-07-13,"2,391,668,331","2,381,441,773",C 制造业
主板,002446,盛路通信,2010-07-13,"915,321,724","847,683,296",C 制造业
主板,002448,中原内配,2010-07-16,"588,409,646","455,537,409",C 制造业
主板,002449,国星光电,2010-07-16,"618,477,169","618,477,169",C 制造业
主板,002451,摩恩电气,2010-07-20,"439,200,000","439,149,000",C 制造业
主板,002452,长高电新,2010-07-20,"620,332,085","515,904,790",C 制造业
主板,002453,华软科技,2010-07-20,"812,367,126","612,763,136",C 制造业
主板,002454,松芝股份,2010-07-20,"628,581,600","626,979,228",C 制造业
主板,002455,百川股份,2010-08-03,"594,256,087","519,232,010",C 制造业
主板,002456,欧菲光,2010-08-03,"3,328,792,090","3,273,388,031",C 制造业
主板,002457,青龙管业,2010-08-03,"333,486,800","333,321,649",C 制造业
主板,002458,益生股份,2010-08-10,"1,106,412,915","748,868,710",A 农林牧渔
主板,002459,晶澳科技,2010-08-10,"3,309,679,466","3,305,420,327",C 制造业
主板,002460,赣锋锂业,2010-08-10,"1,613,593,699","1,207,836,632",C 制造业
主板,002461,珠江啤酒,2010-08-18,"2,213,328,480","2,213,328,480",C 制造业
主板,002462,嘉事堂,2010-08-18,"291,707,120","291,470,419",F 批发零售
主板,002463,沪电股份,2010-08-18,"1,923,465,528","1,921,912,477",C 制造业
主板,002465,海格通信,2010-08-31,"2,481,833,948","2,477,887,109",C 制造业
主板,002466,天齐锂业,2010-08-31,"1,477,099,383","1,475,845,634",C 制造业
主板,002467,二六三,2010-09-08,"1,375,371,873","1,366,883,957",I 信息技术
主板,002468,申通快递,2010-09-08,"1,530,802,166","1,492,045,657",G 运输仓储
主板,002469,三维化学,2010-09-08,"648,862,630","628,894,911",C 制造业
主板,002470,金正大,2010-09-08,"3,286,027,742","3,285,749,417",C 制造业
主板,002471,中超控股,2010-09-10,"1,369,000,000","1,304,996,763",C 制造业
主板,002472,双环传动,2010-09-10,"847,713,342","753,390,392",C 制造业
主板,002474,榕基软件,2010-09-15,"622,200,000","530,546,570",I 信息技术
主板,002475,立讯精密,2010-09-15,"7,247,806,670","7,234,662,240",C 制造业
主板,002476,宝莫股份,2010-09-15,"612,000,000","611,929,950",C 制造业
主板,002478,常宝股份,2010-09-21,"900,986,228","719,589,938",C 制造业
主板,002479,富春环保,2010-09-21,"865,000,000","863,072,844",D 水电煤气
主板,002480,新筑股份,2010-09-21,"769,168,670","767,716,496",C 制造业
主板,002481,双塔食品,2010-09-21,"1,233,696,500","1,118,152,600",C 制造业
主板,002482,广田集团,2010-09-29,"3,750,962,363","3,743,559,801",E 建筑业
主板,002483,润邦股份,2010-09-29,"886,468,413","885,250,799",C 制造业
主板,002484,江海股份,2010-09-29,"850,523,941","820,472,265",C 制造业
主板,002485,ST雪发,2010-10-15,"544,000,000","544,000,000",L 商务服务
主板,002486,嘉麟杰,2010-10-15,"828,127,200","824,310,975",C 制造业
主板,002487,大金重工,2010-10-15,"637,749,349","630,920,266",C 制造业
主板,002488,金固股份,2010-10-21,"995,439,065","920,083,999",C 制造业
主板,002489,浙江永强,2010-10-21,"2,169,016,313","1,913,028,928",C 制造业
主板,002490,山东墨龙,2010-10-21,"541,722,000","541,614,563",C 制造业
主板,002491,通鼎互联,2010-10-21,"1,229,994,500","1,176,468,871",C 制造业
主板,002492,恒基达鑫,2010-11-02,"405,000,000","397,834,725",G 运输仓储
主板,002493,荣盛石化,2010-11-02,"10,125,525,000","9,498,281,250",C 制造业
主板,002494,华斯股份,2010-11-02,"377,310,718","286,770,438",C 制造业
主板,002495,佳隆股份,2010-11-02,"935,625,600","700,773,507",C 制造业
主板,002496,*ST辉丰,2010-11-09,"1,507,589,677","1,112,452,271",C 制造业
主板,002497,雅化集团,2010-11-09,"1,152,562,520","1,058,551,340",C 制造业
主板,002498,汉缆股份,2010-11-09,"3,326,796,000","3,326,736,600",C 制造业
主板,002500,山西证券,2010-11-15,"3,589,771,547","3,589,771,547",J 金融业
主板,002501,利源股份,2010-11-17,"3,550,000,000","3,546,469,206",C 制造业
主板,002506,协鑫集成,2010-11-18,"5,850,316,427","5,844,437,402",C 制造业
主板,002507,涪陵榨菜,2010-11-23,"1,153,919,028","1,148,914,515",C 制造业
主板,002508,老板电器,2010-11-23,"944,938,916","933,551,787",C 制造业
主板,002510,天汽模,2010-11-25,"1,015,138,708","1,004,846,946",C 制造业
主板,002511,中顺洁柔,2010-11-25,"1,292,556,013","1,265,265,927",C 制造业
主板,002512,达华智能,2010-12-03,"1,147,094,532","1,094,451,782",C 制造业
主板,002513,蓝丰生化,2010-12-03,"375,280,278","263,856,170",C 制造业
主板,002514,宝馨科技,2010-12-03,"720,034,264","554,034,264",C 制造业
主板,002515,金字火腿,2010-12-03,"1,210,614,164","1,160,972,693",C 制造业
主板,002516,旷达科技,2010-12-07,"1,470,838,682","1,455,703,682",C 制造业
主板,002517,恺英网络,2010-12-07,"2,136,443,234","1,890,833,723",I 信息技术
主板,002518,科士达,2010-12-07,"582,225,094","565,140,414",C 制造业
主板,002519,银河电子,2010-12-07,"1,126,430,898","1,118,785,461",C 制造业
主板,002520,日发精机,2010-12-10,"750,245,171","717,440,171",C 制造业
主板,002521,齐峰新材,2010-12-10,"560,061,050","419,173,590",C 制造业
主板,002522,浙江众成,2010-12-10,"905,779,387","905,019,879",C 制造业
主板,002523,天桥起重,2010-12-10,"1,416,640,800","1,411,542,983",C 制造业
主板,002524,光正眼科,2010-12-17,"518,467,074","508,217,624",Q 卫生
主板,002526,山东矿机,2010-12-17,"1,782,793,836","1,771,084,438",C 制造业
主板,002527,新时达,2010-12-24,"663,061,291","529,280,328",C 制造业
主板,002528,ST英飞拓,2010-12-24,"1,198,675,082","1,050,219,577",C 制造业
主板,002529,*ST海源,2010-12-24,"260,000,000","260,000,000",C 制造业
主板,002530,金财互联,2010-12-31,"779,198,175","695,123,334",C 制造业
主板,002531,天顺风能,2010-12-31,"1,796,878,658","1,786,866,124",C 制造业
主板,002532,天山铝业,2010-12-31,"4,651,885,415","4,130,005,452",C 制造业
主板,002533,金杯电工,2010-12-31,"733,941,062","637,645,433",C 制造业
主板,002534,西子洁能,2011-01-10,"739,206,633","728,013,185",C 制造业
主板,002535,林州重机,2011-01-11,"801,683,074","746,338,485",C 制造业
主板,002536,飞龙股份,2011-01-11,"574,785,888","544,417,200",C 制造业
主板,002537,海联金汇,2011-01-10,"1,174,016,745","1,174,016,745",C 制造业
主板,002538,司尔特,2011-01-18,"853,555,763","853,551,301",C 制造业
主板,002539,云图控股,2011-01-18,"1,207,723,762","881,237,405",C 制造业
主板,002540,亚太科技,2011-01-18,"1,251,610,597","868,896,872",C 制造业
主板,002541,鸿路钢构,2011-01-18,"690,013,309","496,174,288",C 制造业
主板,002542,中化岩土,2011-01-28,"1,806,116,738","1,759,146,284",E 建筑业
主板,002543,万和电气,2011-01-28,"743,600,000","661,611,003",C 制造业
主板,002544,普天科技,2011-01-28,"680,533,890","680,469,046",I 信息技术
主板,002545,东方铁塔,2011-02-11,"1,244,062,083","1,130,163,708",C 制造业
主板,002546,新联电子,2011-02-11,"834,049,096","801,232,096",C 制造业
主板,002547,春兴精工,2011-02-18,"1,128,057,168","1,104,807,166",C 制造业
主板,002548,金新农,2011-02-18,"805,093,658","804,471,492",C 制造业
主板,002549,凯美特气,2011-02-18,"695,347,901","692,359,526",N 公共环保
主板,002550,千红制药,2011-02-18,"1,279,800,000","957,740,180",C 制造业
主板,002551,尚荣医疗,2011-02-25,"845,494,578","611,186,722",C 制造业
主板,002552,宝鼎科技,2011-02-25,"408,542,039","320,233,796",C 制造业
主板,002553,南方精工,2011-02-25,"348,000,000","250,800,000",C 制造业
主板,002554,惠博普,2011-02-25,"1,333,720,072","1,333,470,525",B 采矿业
主板,002555,三七互娱,2011-03-02,"2,212,237,681","1,598,967,293",I 信息技术
主板,002556,辉隆股份,2011-03-02,"946,518,080","945,621,156",F 批发零售
主板,002557,洽洽食品,2011-03-02,"505,855,097","504,773,372",C 制造业
主板,002558,巨人网络,2011-03-02,"1,934,750,611","1,934,743,111",I 信息技术
主板,002559,亚威股份,2011-03-03,"549,765,024","500,407,524",C 制造业
主板,002560,通达股份,2011-03-03,"525,738,570","452,936,002",C 制造业
主板,002561,徐家汇,2011-03-03,"415,763,000","414,439,567",F 批发零售
主板,002562,兄弟科技,2011-03-10,"1,063,700,541","701,528,783",C 制造业
主板,002563,森马服饰,2011-03-11,"2,694,090,160","2,208,442,340",C 制造业
主板,002564,天沃科技,2011-03-10,"858,904,477","858,864,477",C 制造业
主板,002565,顺灏股份,2011-03-18,"1,059,988,922","1,059,955,172",C 制造业
主板,002566,益盛药业,2011-03-18,"330,951,600","231,790,468",C 制造业
主板,002567,唐人神,2011-03-25,"1,433,051,393","1,431,514,373",C 制造业
主板,002568,百润股份,2011-03-25,"1,049,368,955","722,758,275",C 制造业
主板,002569,*ST步森,2011-04-12,"144,010,000","139,956,425",C 制造业
主板,002570,贝因美,2011-04-12,"1,080,043,333","1,079,999,833",C 制造业
主板,002571,德力股份,2011-04-12,"391,950,700","298,306,188",C 制造业
主板,002572,索菲亚,2011-04-12,"963,047,164","651,463,620",C 制造业
主板,002573,清新环境,2011-04-22,"1,424,388,579","1,412,764,954",N 公共环保
主板,002574,明牌珠宝,2011-04-22,"528,000,000","528,000,000",C 制造业
主板,002575,群兴玩具,2011-04-22,"616,500,000","578,298,500",F 批发零售
主板,002576,通达动力,2011-04-28,"165,100,000","162,027,571",C 制造业
主板,002577,雷柏科技,2011-04-28,"281,756,800","281,741,800",C 制造业
主板,002578,闽发铝业,2011-04-28,"938,630,183","861,162,561",C 制造业
主板,002579,中京电子,2011-05-06,"612,618,620","581,526,694",C 制造业
主板,002580,圣阳股份,2011-05-06,"453,868,993","452,338,800",C 制造业
主板,002581,未名医药,2011-05-20,"659,735,586","400,791,161",C 制造业
主板,002582,好想你,2011-05-20,"451,954,369","344,112,203",C 制造业
主板,002583,海能达,2011-05-27,"1,818,619,381","1,282,721,049",C 制造业
主板,002584,西陇科学,2011-06-02,"585,216,422","468,426,527",C 制造业
主板,002585,双星新材,2011-06-02,"1,147,428,712","892,685,138",C 制造业
主板,002586,*ST围海,2011-06-02,"1,144,223,714","896,920,799",E 建筑业
主板,002587,奥拓电子,2011-06-10,"651,544,156","523,392,294",C 制造业
主板,002588,史丹利,2011-06-10,"1,151,891,980","858,597,570",C 制造业
主板,002589,瑞康医药,2011-06-10,"1,504,710,471","1,365,591,548",F 批发零售
主板,002590,万安科技,2011-06-10,"519,052,477","494,956,865",C 制造业
主板,002591,恒大高新,2011-06-21,"300,199,484","223,512,462",C 制造业
主板,002592,ST八菱,2011-11-11,"283,331,157","262,716,370",C 制造业
主板,002593,日上集团,2011-06-28,"803,858,029","558,849,118",C 制造业
主板,002594,比亚迪,2011-06-30,"1,811,265,855","1,162,413,941",C 制造业
主板,002595,豪迈科技,2011-06-28,"800,000,000","794,564,361",C 制造业
主板,002596,海南瑞泽,2011-07-07,"1,147,580,518","1,146,525,268",C 制造业
主板,002597,金禾实业,2011-07-07,"568,319,878","566,818,818",C 制造业
主板,002598,山东章鼓,2011-07-07,"312,038,474","282,084,375",C 制造业
主板,002599,盛通股份,2011-07-15,"537,586,717","402,913,666",C 制造业
主板,002600,领益智造,2011-07-15,"7,008,179,522","6,899,685,640",C 制造业
