板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,000001,平安银行,1991-04-03,"19,405,918,198","19,405,600,653",J 金融业
主板,000002,万  科Ａ,1991-01-29,"9,724,196,533","9,716,812,790",K 房地产
主板,000004,*ST国华,1990-12-01,"132,380,282","126,288,093",I 信息技术
主板,000006,深振业Ａ,1992-04-27,"1,349,995,046","1,349,987,396",K 房地产
主板,000007,全新好,1992-04-13,"346,448,044","346,448,044",K 房地产
主板,000008,神州高铁,1992-05-07,"2,716,377,683","2,716,296,952",C 制造业
主板,000009,中国宝安,1991-06-25,"2,579,213,965","2,550,648,469",J 金融业
主板,000010,美丽生态,1995-10-27,"1,149,652,292","525,948,361",E 建筑业
主板,000011,深物业A,1992-03-30,"528,373,849","526,475,543",K 房地产
主板,000012,南  玻Ａ,1992-02-28,"1,961,323,047","1,959,316,598",C 制造业
主板,000014,沙河股份,1992-06-02,"242,046,224","242,046,224",K 房地产
主板,000016,深康佳Ａ,1992-03-27,"1,596,593,800","1,596,593,800",C 制造业
主板,000017,深中华A,1992-03-31,"440,821,951","302,984,965",C 制造业
主板,000019,深粮控股,1992-10-12,"1,100,785,974","416,216,407",F 批发零售
主板,000020,深华发Ａ,1992-04-28,"181,165,391","181,165,391",C 制造业
主板,000021,深科技,1994-02-02,"1,560,587,588","1,560,403,088",C 制造业
主板,000025,特  力Ａ,1993-06-21,"392,778,320","392,778,320",F 批发零售
主板,000026,飞亚达,1993-06-03,"365,183,073","364,562,983",F 批发零售
主板,000027,深圳能源,1993-09-03,"4,757,389,916","4,757,352,416",D 水电煤气
主板,000028,国药一致,1993-08-09,"485,213,797","478,053,712",F 批发零售
主板,000029,深深房Ａ,1993-09-15,"891,660,000","891,652,875",K 房地产
主板,000030,富奥股份,1993-09-29,"1,693,824,170","1,692,460,857",C 制造业
主板,000031,大悦城,1993-10-08,"4,286,313,339","4,002,887,169",K 房地产
主板,000032,深桑达Ａ,1993-10-28,"1,137,959,234","644,763,811",E 建筑业
主板,000034,神州数码,1994-05-09,"711,260,675","594,290,699",F 批发零售
主板,000035,中国天楹,1994-04-08,"2,500,783,182","2,425,832,661",N 公共环保
主板,000036,华联控股,1994-06-17,"1,483,934,025","1,481,266,283",K 房地产
主板,000037,深南电A,1994-07-01,"338,908,150","338,908,150",D 水电煤气
主板,000039,中集集团,1994-04-08,"2,302,682,490","2,301,407,141",C 制造业
主板,000042,中洲控股,1994-09-21,"664,831,139","664,131,202",K 房地产
主板,000045,深纺织Ａ,1994-08-15,"457,021,849","457,021,849",C 制造业
主板,000048,京基智农,1994-11-01,"530,282,250","526,359,750",A 农林牧渔
主板,000049,德赛电池,1995-03-20,"384,638,534","384,534,862",C 制造业
主板,000050,深天马Ａ,1995-03-15,"2,457,747,661","2,457,718,636",C 制造业
主板,000055,方大集团,1996-04-15,"679,715,472","675,852,229",C 制造业
主板,000056,皇庭国际,1996-07-08,"939,293,208","903,727,283",L 商务服务
主板,000058,深 赛 格,1996-12-26,"984,739,354","984,702,354",L 商务服务
主板,000059,华锦股份,1997-01-30,"1,599,442,537","1,599,442,537",C 制造业
主板,000060,中金岭南,1997-01-23,"3,737,601,077","3,737,544,827",C 制造业
主板,000061,农 产 品,1997-01-10,"1,696,964,131","1,696,933,006",L 商务服务
主板,000062,深圳华强,1997-01-30,"1,045,909,322","1,044,929,326",F 批发零售
主板,000063,中兴通讯,1997-11-18,"4,028,032,353","4,027,360,077",C 制造业
主板,000065,北方国际,1998-06-05,"1,071,385,874","974,962,288",F 批发零售
主板,000066,中国长城,1997-06-26,"3,225,799,088","3,225,589,838",C 制造业
主板,000068,华控赛格,1997-06-11,"1,006,671,464","1,006,671,464",F 批发零售
主板,000069,华侨城Ａ,1997-09-10,"8,037,758,053","6,898,325,192",K 房地产
主板,000070,ST特信,2000-05-11,"900,344,760","888,678,852",C 制造业
主板,000078,海王生物,1998-12-18,"2,631,123,257","2,626,441,138",F 批发零售
主板,000088,盐 田 港,1997-07-28,"5,199,483,346","3,162,894,468",G 运输仓储
主板,000089,深圳机场,1998-04-20,"2,050,769,509","2,050,742,403",G 运输仓储
主板,000090,天健集团,1999-07-21,"1,868,545,434","1,868,459,934",E 建筑业
主板,000096,广聚能源,2000-07-24,"528,000,000","510,848,000",F 批发零售
主板,000099,中信海直,2000-07-31,"775,770,137","775,770,137",G 运输仓储
主板,000100,TCL科技,2004-01-30,"18,779,080,767","18,099,621,696",C 制造业
主板,000151,中成股份,2000-09-06,"337,370,728","307,934,695",F 批发零售
主板,000153,丰原药业,2000-09-20,"464,773,722","452,313,722",C 制造业
主板,000155,川能动力,2000-09-26,"1,846,168,342","1,846,168,342",D 水电煤气
主板,000156,华数传媒,2000-09-06,"1,852,932,442","1,699,865,377",I 信息技术
主板,000157,中联重科,2000-10-12,"7,096,027,688","7,070,417,363",C 制造业
主板,000158,常山北明,2000-07-24,"1,598,616,721","1,587,927,246",I 信息技术
主板,000159,国际实业,2000-09-26,"480,685,993","480,672,868",F 批发零售
主板,000166,申万宏源,2015-01-26,"22,535,944,560","22,535,507,316",J 金融业
主板,000301,东方盛虹,2000-05-29,"6,611,227,217","6,608,552,645",C 制造业
主板,000333,美的集团,2013-09-18,"7,019,745,110","6,907,117,273",C 制造业
主板,000338,潍柴动力,2007-04-30,"6,772,631,296","4,981,744,691",C 制造业
主板,000400,许继电气,1997-04-18,"1,018,874,309","1,008,322,059",C 制造业
主板,000401,冀东水泥,1996-06-14,"2,658,216,238","1,591,945,595",C 制造业
主板,000402,金 融 街,1996-06-26,"2,988,929,907","2,988,667,172",K 房地产
主板,000403,派林生物,1996-06-28,"731,074,913","722,860,403",C 制造业
主板,000404,长虹华意,1996-06-19,"695,995,979","693,825,172",C 制造业
主板,000407,胜利股份,1996-07-03,"880,084,656","875,762,478",D 水电煤气
主板,000408,藏格矿业,1996-06-28,"1,570,225,745","1,570,209,245",C 制造业
主板,000409,云鼎科技,1996-06-27,"677,990,505","423,343,245",I 信息技术
主板,000410,沈阳机床,1996-07-18,"2,064,746,603","1,680,915,944",C 制造业
主板,000411,英特集团,1996-07-16,"521,892,509","322,687,045",F 批发零售
主板,000415,渤海租赁,1996-07-16,"6,184,521,282","5,392,955,733",L 商务服务
主板,000417,合百集团,1996-08-12,"779,884,200","779,027,451",F 批发零售
主板,000419,通程控股,1996-08-16,"543,582,655","543,361,733",F 批发零售
主板,000420,吉林化纤,1996-08-02,"2,458,868,343","2,458,031,143",C 制造业
主板,000421,南京公用,1996-08-06,"576,060,994","574,296,297",D 水电煤气
主板,000422,湖北宜化,1996-08-15,"1,082,509,712","1,057,803,759",C 制造业
主板,000423,东阿阿胶,1996-07-29,"643,976,824","643,976,824",C 制造业
主板,000425,徐工机械,1996-08-28,"11,759,650,913","8,063,577,104",C 制造业
主板,000426,兴业银锡,1996-08-28,"1,775,635,739","1,775,205,464",B 采矿业
主板,000428,华天酒店,1996-08-08,"1,018,926,000","1,018,926,000",H 住宿餐饮
主板,000429,粤高速Ａ,1998-02-20,"1,742,056,126","1,303,329,906",G 运输仓储
主板,000430,ST张家界,1996-08-29,"404,817,686","331,738,800",N 公共环保
主板,000488,ST晨鸣,2000-11-20,"1,706,765,684","1,681,387,372",C 制造业
主板,000498,山东路桥,1997-06-09,"1,560,998,681","1,457,904,436",E 建筑业
主板,000501,武商集团,1992-11-20,"768,992,731","768,228,566",F 批发零售
主板,000503,国新健康,1992-11-30,"981,312,532","955,111,492",I 信息技术
主板,000504,*ST生物,1992-12-08,"330,023,098","310,668,701",M 科研服务
主板,000505,京粮控股,1992-12-21,"661,975,251","632,380,336",C 制造业
主板,000506,*ST中润,1993-03-12,"929,017,761","928,670,961",B 采矿业
主板,000507,珠海港,1993-03-26,"919,734,895","902,354,455",G 运输仓储
主板,000509,华塑控股,1993-05-07,"1,073,128,052","1,073,124,808",C 制造业
主板,000510,新金路,1993-05-07,"648,543,589","606,664,817",C 制造业
主板,000513,丽珠集团,1993-10-28,"604,293,313","584,146,308",C 制造业
主板,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",K 房地产
主板,000516,国际医学,1993-08-09,"2,260,382,715","2,224,160,669",Q 卫生
主板,000517,荣安地产,1993-08-06,"3,183,922,485","2,491,986,416",K 房地产
主板,000518,*ST四环,1993-09-08,"1,029,556,222","1,029,556,222",C 制造业
主板,000519,中兵红箭,1993-10-08,"1,392,558,982","1,392,558,982",C 制造业
主板,000520,凤凰航运,1993-10-25,"1,012,083,455","1,012,079,705",G 运输仓储
主板,000521,长虹美菱,1993-10-18,"881,733,881","875,579,688",C 制造业
主板,000523,红棉股份,1993-11-08,"1,835,468,461","1,794,818,054",C 制造业
主板,000524,岭南控股,1993-11-18,"670,208,597","669,948,933",L 商务服务
主板,000525,ST红太阳,1993-10-28,"1,298,027,341","990,075,777",C 制造业
主板,000526,学大教育,1993-11-01,"121,861,109","117,798,009",P 教育
主板,000528,柳    工,1993-11-18,"2,019,241,046","2,018,405,307",C 制造业
主板,000529,广弘控股,1993-11-18,"583,790,330","569,884,377",C 制造业
主板,000530,冰山冷热,1993-12-08,"601,712,507","600,038,845",C 制造业
主板,000531,穗恒运Ａ,1994-01-06,"1,041,401,332","909,745,488",D 水电煤气
主板,000532,华金资本,1994-01-03,"344,708,340","343,549,746",S 综合
主板,000533,顺钠股份,1994-01-03,"690,816,000","684,902,400",C 制造业
主板,000534,万泽股份,1994-01-10,"504,104,316","497,040,491",C 制造业
主板,000536,华映科技,1993-11-26,"2,766,032,803","2,763,082,516",C 制造业
主板,000537,中绿电,1993-12-10,"2,066,602,352","2,066,596,952",D 水电煤气
主板,000538,云南白药,1993-12-15,"1,784,262,603","1,772,794,114",C 制造业
主板,000539,粤电力Ａ,1993-11-26,"4,451,875,986","2,553,912,699",D 水电煤气
主板,000541,佛山照明,1993-11-23,"1,232,104,992","1,183,837,311",C 制造业
主板,000543,皖能电力,1993-12-20,"2,266,863,331","2,266,863,331",D 水电煤气
主板,000544,中原环保,1993-12-08,"974,684,488","974,684,488",D 水电煤气
主板,000545,金浦钛业,1993-12-15,"986,833,096","985,403,096",C 制造业
主板,000546,金圆股份,1993-12-15,"777,648,262","696,705,206",C 制造业
主板,000547,航天发展,1993-11-30,"1,598,468,269","1,588,350,696",C 制造业
主板,000548,湖南投资,1993-12-20,"499,215,811","499,182,999",G 运输仓储
主板,000550,江铃汽车,1993-12-01,"519,214,000","518,463,160",C 制造业
主板,000551,创元科技,1994-01-06,"403,944,205","402,508,146",C 制造业
主板,000552,甘肃能化,1994-01-06,"5,351,806,601","3,725,782,048",B 采矿业
主板,000553,安道麦A,1993-12-03,"2,177,071,961","2,177,071,961",C 制造业
主板,000554,泰山石油,1993-12-15,"480,793,318","362,653,197",F 批发零售
主板,000555,神州信息,1994-04-08,"975,774,437","971,903,562",I 信息技术
主板,000557,西部创业,1994-06-17,"1,458,374,735","1,457,916,198",G 运输仓储
主板,000558,天府文旅,1994-05-09,"1,289,223,949","1,288,684,608",K 房地产
主板,000559,万向钱潮,1994-01-10,"3,303,791,344","3,303,778,789",C 制造业
主板,000560,我爱我家,1994-02-02,"2,355,500,851","2,255,938,469",K 房地产
主板,000561,烽火电子,1994-05-09,"749,769,204","601,790,068",C 制造业
主板,000563,陕国投Ａ,1994-01-10,"5,113,970,358","5,113,970,358",J 金融业
主板,000564,供销大集,1994-01-10,"18,058,063,354","14,715,017,084",F 批发零售
主板,000565,渝三峡Ａ,1994-04-08,"433,592,220","433,572,720",C 制造业
主板,000566,海南海药,1994-05-25,"1,297,365,126","1,165,894,733",C 制造业
主板,000567,海德股份,1994-05-25,"1,954,592,155","1,949,902,172",J 金融业
主板,000568,泸州老窖,1994-05-09,"1,471,951,503","1,469,164,883",C 制造业
主板,000570,苏常柴Ａ,1994-07-01,"555,692,507","555,692,507",C 制造业
主板,000571,新大洲A,1994-05-25,"839,129,000","813,992,600",B 采矿业
主板,000572,海马汽车,1994-08-08,"1,644,636,426","1,642,253,067",C 制造业
主板,000573,粤宏远Ａ,1994-08-15,"638,280,604","632,964,819",K 房地产
主板,000576,甘化科工,1994-09-07,"436,418,214","433,815,261",C 制造业
主板,000581,威孚高科,1998-09-24,"824,606,293","824,067,649",C 制造业
主板,000582,北部湾港,1995-11-02,"2,326,137,868","1,809,865,305",G 运输仓储
主板,000584,*ST工智,1995-11-28,"760,937,577","758,893,519",C 制造业
主板,000586,汇源通信,1995-12-20,"193,440,000","191,190,000",C 制造业
主板,000589,贵州轮胎,1996-03-08,"1,554,688,404","1,537,166,004",C 制造业
主板,000590,启迪药业,1996-01-19,"239,471,267","239,371,427",C 制造业
主板,000591,太阳能,1996-02-08,"3,918,493,231","3,603,914,158",D 水电煤气
主板,000592,平潭发展,1996-03-27,"1,931,780,892","1,915,092,449",C 制造业
主板,000593,德龙汇能,1996-03-12,"358,631,009","358,483,169",D 水电煤气
主板,000595,*ST宝实,1996-04-19,"1,138,656,366","1,138,656,366",C 制造业
主板,000596,古井贡酒,1996-09-27,"408,600,000","408,600,000",C 制造业
主板,000597,东北制药,1996-05-23,"1,429,103,265","1,409,035,987",C 制造业
主板,000598,兴蓉环境,1996-05-29,"2,984,434,721","2,974,798,221",D 水电煤气
主板,000599,青岛双星,1996-04-30,"816,758,987","816,745,112",C 制造业
主板,000600,建投能源,1996-06-06,"1,809,299,376","1,090,050,876",D 水电煤气
主板,000601,韶能股份,1996-08-30,"1,080,551,669","1,080,460,052",D 水电煤气
主板,000603,盛达资源,1996-08-23,"689,969,346","666,716,359",B 采矿业
主板,000605,渤海股份,1996-09-13,"352,658,600","352,658,600",D 水电煤气
主板,000607,华媒控股,1996-08-30,"1,017,698,410","885,033,444",L 商务服务
主板,000608,*ST阳光,1996-09-19,"749,913,309","744,536,959",K 房地产
主板,000609,*ST中迪,1996-10-10,"299,265,522","291,058,272",S 综合
主板,000610,西安旅游,1996-09-26,"236,747,901","235,504,294",L 商务服务
主板,000612,焦作万方,1996-09-26,"1,192,199,394","1,191,420,144",C 制造业
主板,000615,*ST美谷,1996-10-16,"762,979,719","762,500,287",Q 卫生
主板,000617,中油资本,1996-10-22,"12,642,079,079","12,642,079,079",J 金融业
主板,000619,海螺新材,1996-10-23,"441,168,831","360,000,000",C 制造业
主板,000620,新华联,1996-10-29,"5,871,815,040","4,671,748,815",K 房地产
主板,000622,*ST恒立,1996-11-07,"425,226,000","425,226,000",F 批发零售
主板,000623,吉林敖东,1996-10-28,"1,195,895,387","1,191,023,393",C 制造业
主板,000625,长安汽车,1997-06-10,"8,272,471,283","8,260,513,020",C 制造业
主板,000626,远大控股,1996-11-28,"508,940,464","506,030,121",F 批发零售
主板,000627,天茂集团,1996-11-12,"4,904,139,165","4,516,014,165",J 金融业
主板,000628,高新发展,1996-11-18,"352,280,000","192,082,585",E 建筑业
主板,000629,钒钛股份,1996-11-15,"9,294,970,045","9,290,270,724",C 制造业
主板,000630,铜陵有色,1996-11-20,"12,794,132,824","10,527,672,764",C 制造业
主板,000631,顺发恒业,1996-11-22,"2,395,279,084","2,395,279,084",K 房地产
主板,000632,三木集团,1996-11-21,"465,519,570","465,481,606",F 批发零售
主板,000633,合金投资,1996-11-12,"385,106,373","385,103,523",C 制造业
主板,000635,英 力 特,1996-11-20,"303,486,737","303,084,677",C 制造业
主板,000636,风华高科,1996-11-29,"1,157,013,211","1,157,013,211",C 制造业
主板,000637,茂化实华,1996-11-14,"519,875,356","368,014,255",C 制造业
主板,000638,*ST万方,1996-11-26,"311,386,551","310,145,601",I 信息技术
主板,000639,西王食品,1996-11-26,"1,079,428,095","1,079,426,772",C 制造业
主板,000650,仁和药业,1996-12-10,"1,399,938,234","1,331,385,834",C 制造业
主板,000651,格力电器,1996-11-18,"5,601,405,741","5,514,659,115",C 制造业
主板,000652,泰达股份,1996-11-28,"1,475,573,852","1,474,462,359",F 批发零售
主板,000655,金岭矿业,1996-11-28,"595,340,230","595,340,230",B 采矿业
主板,000656,*ST金科,1996-11-28,"5,339,715,816","5,318,280,442",K 房地产
主板,000657,中钨高新,1996-12-05,"2,278,954,380","1,246,979,358",C 制造业
主板,000659,珠海中富,1996-12-03,"1,285,702,520","1,285,702,520",C 制造业
主板,000661,长春高新,1996-12-18,"407,937,529","399,624,406",C 制造业
主板,000663,永安林业,1996-12-06,"336,683,929","306,301,196",A 农林牧渔
主板,000665,湖北广电,1996-12-10,"1,137,149,495","1,137,110,330",I 信息技术
主板,000668,*ST荣控,1996-12-10,"146,841,890","146,841,890",K 房地产
主板,000669,ST金鸿,1996-12-10,"680,408,797","680,408,797",D 水电煤气
主板,000670,盈方微,1996-12-17,"839,489,360","722,106,712",F 批发零售
主板,000672,上峰水泥,1996-12-18,"969,395,450","969,395,450",C 制造业
主板,000676,智度股份,1996-12-24,"1,265,289,215","1,264,528,532",L 商务服务
主板,000677,恒天海龙,1996-12-26,"863,977,948","863,977,892",C 制造业
主板,000678,襄阳轴承,1997-01-06,"459,611,797","459,611,797",C 制造业
主板,000679,大连友谊,1997-01-24,"356,400,000","356,400,000",F 批发零售
主板,000680,山推股份,1997-01-22,"1,500,327,412","1,314,701,804",C 制造业
主板,000681,视觉中国,1997-01-21,"700,577,436","676,103,168",I 信息技术
主板,000682,东方电子,1997-01-21,"1,340,727,007","1,340,600,019",I 信息技术
主板,000683,博源化工,1997-01-31,"3,739,176,560","3,318,109,523",C 制造业
主板,000685,中山公用,1997-01-23,"1,475,111,351","1,253,962,161",D 水电煤气
主板,000686,东北证券,1997-02-27,"2,340,452,915","2,340,452,915",J 金融业
主板,000688,国城矿业,1997-01-20,"1,125,396,942","1,125,392,622",B 采矿业
主板,000690,宝新能源,1997-01-28,"2,175,887,862","2,174,471,375",D 水电煤气
主板,000691,*ST亚太,1997-02-28,"323,270,000","323,270,000",C 制造业
主板,000692,惠天热电,1997-02-27,"532,832,976","532,832,176",D 水电煤气
主板,000695,滨海能源,1997-02-18,"222,147,539","221,720,364",C 制造业
主板,000697,ST炼石,1997-03-25,"873,100,876","590,896,429",C 制造业
主板,000698,沈阳化工,1997-02-20,"819,514,395","785,710,473",C 制造业
主板,000700,模塑科技,1997-02-28,"918,015,389","918,015,389",C 制造业
主板,000701,厦门信达,1997-02-26,"675,807,106","667,683,556",F 批发零售
主板,000702,正虹科技,1997-03-18,"346,624,948","266,634,576",C 制造业
主板,000703,恒逸石化,1997-03-28,"3,666,321,624","3,647,353,849",C 制造业
主板,000705,浙江震元,1997-04-10,"334,123,286","281,960,751",F 批发零售
主板,000707,双环科技,1997-04-15,"464,145,765","464,145,765",C 制造业
主板,000708,中信特钢,1997-03-26,"5,047,157,432","5,047,157,432",C 制造业
主板,000709,河钢股份,1997-04-16,"10,337,121,092","10,335,412,398",C 制造业
主板,000710,贝瑞基因,1997-04-22,"353,521,465","329,529,923",M 科研服务
主板,000711,*ST京蓝,1997-04-11,"2,856,976,223","2,285,733,714",N 公共环保
主板,000712,锦龙股份,1997-04-15,"896,000,000","895,734,125",J 金融业
主板,000713,丰乐种业,1997-04-22,"614,014,980","614,014,980",A 农林牧渔
主板,000715,中兴商业,1997-05-08,"415,718,940","414,610,307",F 批发零售
主板,000716,黑芝麻,1997-04-18,"753,489,550","735,788,837",C 制造业
主板,000717,中南股份,1997-05-08,"2,423,845,590","2,423,560,965",C 制造业
主板,000718,苏宁环球,1997-04-08,"3,034,636,384","2,282,494,897",K 房地产
主板,000719,中原传媒,1997-03-31,"1,023,203,749","667,147,543",R 文化传播
主板,000720,新能泰山,1997-05-09,"1,256,531,571","1,256,531,571",K 房地产
主板,000721,西安饮食,1997-04-30,"573,914,308","512,360,308",H 住宿餐饮
主板,000722,湖南发展,1997-05-22,"464,158,282","464,158,282",D 水电煤气
主板,000723,美锦能源,1997-05-15,"4,403,475,526","4,396,244,156",C 制造业
主板,000725,京东方Ａ,2001-01-12,"36,952,132,076","36,934,933,101",C 制造业
主板,000726,鲁  泰Ａ,2000-12-25,"591,180,045","588,635,403",C 制造业
主板,000727,冠捷科技,1997-05-20,"4,529,566,980","4,529,566,980",C 制造业
主板,000728,国元证券,1997-06-16,"4,363,777,891","4,363,777,891",J 金融业
主板,000729,燕京啤酒,1997-07-16,"2,818,539,341","2,509,606,667",C 制造业
主板,000731,四川美丰,1997-06-17,"558,829,131","558,826,806",C 制造业
主板,000733,振华科技,1997-07-03,"554,169,431","553,765,106",C 制造业
主板,000735,罗 牛 山,1997-06-11,"1,151,513,578","1,150,897,517",A 农林牧渔
主板,000736,*ST中地,1997-04-25,"747,098,401","721,266,045",K 房地产
主板,000737,北方铜业,1997-04-28,"1,904,716,435","1,772,264,767",C 制造业
主板,000738,航发控制,1997-06-26,"1,315,184,001","1,315,184,001",C 制造业
主板,000739,普洛药业,1997-05-09,"1,169,323,576","1,168,888,405",C 制造业
主板,000750,国海证券,1997-07-09,"6,386,174,477","5,796,203,977",J 金融业
主板,000751,锌业股份,1997-06-26,"1,615,630,595","1,409,869,279",C 制造业
主板,000752,ST西发,1997-06-25,"263,758,491","263,758,491",C 制造业
主板,000753,漳州发展,1997-06-26,"991,481,071","991,477,640",F 批发零售
主板,000755,山西高速,1997-06-27,"1,467,310,196","1,467,310,196",G 运输仓储
主板,000756,新华制药,1997-08-06,"494,776,535","492,623,924",C 制造业
主板,000757,浩物股份,1997-06-27,"532,716,095","532,706,020",F 批发零售
主板,000758,中色股份,1997-04-16,"1,991,672,070","1,976,088,345",B 采矿业
主板,000759,中百集团,1997-05-19,"669,971,694","655,706,025",F 批发零售
主板,000761,本钢板材,1998-01-15,"3,708,232,205","3,708,165,680",C 制造业
主板,000762,西藏矿业,1997-07-08,"521,174,140","520,800,618",B 采矿业
主板,000766,通化金马,1997-04-30,"966,494,707","966,007,681",C 制造业
主板,000767,晋控电力,1997-06-09,"3,076,942,219","2,912,246,436",D 水电煤气
主板,000768,中航西飞,1997-06-26,"2,781,149,071","2,772,725,857",C 制造业
主板,000776,广发证券,1997-06-11,"5,904,049,311","5,904,049,311",J 金融业
主板,000777,中核科技,1997-07-10,"383,417,593","383,409,702",C 制造业
主板,000778,新兴铸管,1997-06-06,"3,963,182,285","3,893,622,096",C 制造业
主板,000779,甘咨询,1997-05-28,"464,829,452","464,779,692",M 科研服务
主板,000782,恒申新材,1997-06-19,"686,581,509","528,135,152",C 制造业
主板,000783,长江证券,1997-07-31,"5,530,072,948","5,530,072,948",J 金融业
主板,000785,居然智家,1997-07-11,"6,227,048,814","5,897,593,464",L 商务服务
主板,000786,北新建材,1997-06-06,"1,689,507,842","1,616,773,172",C 制造业
主板,000788,北大医药,1997-06-16,"595,987,425","595,987,425",C 制造业
主板,000789,万年青,1997-09-23,"797,407,415","797,407,415",C 制造业
主板,000790,华神科技,1998-03-27,"623,719,364","622,614,614",C 制造业
主板,000791,甘肃能源,1997-10-14,"3,243,839,742","1,600,524,785",D 水电煤气
主板,000792,盐湖股份,1997-09-04,"5,291,572,541","5,291,541,746",C 制造业
主板,000793,ST华闻,1997-07-29,"1,997,245,457","1,961,008,615",R 文化传播
主板,000795,英洛华,1997-08-08,"1,133,684,103","1,133,684,103",C 制造业
主板,000796,凯撒旅业,1997-07-03,"1,603,788,916","1,330,766,810",L 商务服务
主板,000797,中国武夷,1997-07-15,"1,570,754,217","1,570,574,029",K 房地产
主板,000798,中水渔业,1998-02-12,"365,858,712","365,836,212",A 农林牧渔
主板,000799,酒鬼酒,1997-07-18,"324,928,980","324,900,480",C 制造业
主板,000800,一汽解放,1997-06-18,"4,922,371,176","4,920,825,923",C 制造业
主板,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,806,646",C 制造业
主板,000802,北京文化,1998-01-08,"715,900,255","715,465,255",R 文化传播
主板,000803,山高环能,1998-03-03,"470,988,309","459,787,780",N 公共环保
主板,000807,云铝股份,1998-04-08,"3,467,957,405","3,467,920,001",C 制造业
主板,000809,和展能源,1998-06-16,"824,791,293","824,791,293",N 公共环保
主板,000810,创维数字,1998-06-02,"1,141,595,579","1,110,463,175",C 制造业
主板,000811,冰轮环境,1998-05-28,"763,567,804","745,828,788",C 制造业
主板,000812,陕西金叶,1998-06-23,"768,692,614","768,160,970",C 制造业
主板,000813,德展健康,1998-05-19,"2,164,955,990","2,164,610,990",C 制造业
主板,000815,美利云,1998-06-09,"695,263,035","695,263,035",C 制造业
主板,000816,智慧农业,1997-08-18,"1,447,013,318","1,436,430,472",C 制造业
主板,000818,航锦科技,1997-10-17,"679,156,000","677,367,400",C 制造业
主板,000819,岳阳兴长,1997-06-25,"369,697,506","348,751,562",C 制造业
主板,000820,*ST节能,1998-06-30,"646,555,179","296,966,877",M 科研服务
主板,000821,京山轻机,1998-06-26,"622,874,778","604,650,764",C 制造业
主板,000822,山东海化,1998-07-03,"895,091,926","895,091,926",C 制造业
主板,000823,超声电子,1997-10-08,"536,991,508","536,968,764",C 制造业
主板,000825,太钢不锈,1998-10-21,"5,706,913,596","5,696,247,796",C 制造业
主板,000826,启迪环境,1998-02-25,"1,425,353,248","1,425,172,959",N 公共环保
主板,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",G 运输仓储
主板,000829,天音控股,1997-12-02,"1,025,100,438","1,024,129,669",F 批发零售
主板,000830,鲁西化工,1998-08-07,"1,910,172,451","1,904,201,266",C 制造业
主板,000831,中国稀土,1998-09-11,"1,061,220,807","1,061,220,807",C 制造业
主板,000833,粤桂股份,1998-11-11,"802,082,221","453,702,755",S 综合
主板,000837,秦川机床,1998-09-28,"1,007,422,837","1,007,401,337",C 制造业
主板,000838,财信发展,1997-06-26,"1,100,462,170","1,053,765,855",K 房地产
主板,000839,中信国安,1997-10-31,"3,919,826,352","3,919,826,352",I 信息技术
主板,000848,承德露露,1997-11-13,"1,052,554,074","1,042,554,074",C 制造业
主板,000850,华茂股份,1998-10-07,"943,665,009","943,396,879",C 制造业
主板,000851,*ST高鸿,1998-06-09,"1,157,860,020","1,132,136,826",F 批发零售
主板,000852,石化机械,1998-11-26,"956,141,689","945,738,786",C 制造业
主板,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",C 制造业
主板,000858,五 粮 液,1998-04-27,"3,881,608,005","3,881,459,457",C 制造业
主板,000859,国风新材,1998-11-19,"895,976,271","895,925,271",C 制造业
主板,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",C 制造业
主板,000862,银星能源,1998-09-15,"917,954,696","627,967,088",D 水电煤气
主板,000863,三湘印象,1997-09-25,"1,180,699,560","1,163,615,418",K 房地产
主板,000868,安凯客车,1997-07-25,"939,514,735","733,223,043",C 制造业
主板,000869,张  裕Ａ,2000-10-26,"459,820,693","455,104,295",C 制造业
主板,000875,吉电股份,2002-09-26,"3,627,270,626","2,789,939,149",D 水电煤气
主板,000876,新 希 望,1998-03-11,"4,525,940,971","4,498,997,937",C 制造业
主板,000877,天山股份,1999-01-07,"7,110,491,694","7,110,490,194",C 制造业
主板,000878,云南铜业,1998-06-02,"2,003,628,310","2,003,593,177",C 制造业
主板,000880,潍柴重机,1998-04-02,"331,320,600","162,162,000",C 制造业
主板,000881,中广核技,1998-09-02,"945,425,815","790,341,781",C 制造业
主板,000882,华联股份,1998-06-16,"2,737,351,947","2,735,401,766",L 商务服务
主板,000883,湖北能源,1998-05-19,"6,500,452,524","6,479,756,454",D 水电煤气
主板,000885,城发环境,1999-03-19,"642,078,255","642,078,255",N 公共环保
主板,000886,海南高速,1998-01-23,"988,828,300","977,836,898",K 房地产
主板,000887,中鼎股份,1998-12-03,"1,316,489,747","1,314,370,608",C 制造业
主板,000888,峨眉山Ａ,1997-10-21,"526,913,102","526,913,102",N 公共环保
主板,000889,ST中嘉,1997-12-18,"936,291,116","869,849,676",I 信息技术
主板,000890,法尔胜,1999-01-19,"419,503,968","419,491,046",C 制造业
